# year,month,oceanic_fraction,continental_fraction,land_fraction,forest_fraction
2.006000000000000000e+03,2.000000000000000000e+00,9.610640825909596563e-01,3.893591740904038534e-02,2.517673860560484811e-02,1.375917880343553897e-02
2.006000000000000000e+03,3.000000000000000000e+00,9.392528048391740603e-01,6.074719516082593279e-02,3.020949633649243696e-02,3.053769882433349583e-02
2.006000000000000000e+03,4.000000000000000000e+00,8.565315239770771027e-01,1.434684760229228973e-01,3.848849235687001880e-02,1.049799836660528785e-01
2.006000000000000000e+03,5.000000000000000000e+00,4.562796789387099095e-01,5.437203210612900905e-01,2.151223717306705585e-01,3.285979493306195320e-01
2.006000000000000000e+03,6.000000000000000000e+00,6.751431530443984252e-01,3.248568469556015748e-01,1.091788559552977766e-01,2.156779910003037981e-01
2.006000000000000000e+03,7.000000000000000000e+00,7.240686990671424406e-01,2.759313009328575594e-01,1.036826578445366742e-01,1.722486430883208852e-01
2.006000000000000000e+03,8.000000000000000000e+00,5.376702494045451086e-01,4.623297505954549469e-01,1.121122566581400637e-01,3.502174939373148832e-01
2.006000000000000000e+03,9.000000000000000000e+00,5.938616682163750937e-01,4.061383317836248508e-01,1.029884495823484292e-01,3.031498822012764216e-01
2.006000000000000000e+03,1.000000000000000000e+01,8.165452613914061519e-01,1.834547386085939036e-01,3.014853076423007483e-02,1.533062078443638288e-01
2.006000000000000000e+03,1.100000000000000000e+01,8.852823845666640823e-01,1.147176154333359455e-01,3.180995559290390740e-02,8.290765984043203807e-02
2.006000000000000000e+03,1.200000000000000000e+01,9.444544848540488147e-01,5.554551514595115064e-02,2.896314414716010324e-02,2.658237099879104740e-02
2.007000000000000000e+03,1.000000000000000000e+00,9.453044739261291518e-01,5.469552607387079962e-02,2.478795553561073325e-02,2.990757053826006637e-02
2.007000000000000000e+03,2.000000000000000000e+00,9.520807452494083334e-01,4.791925475059168743e-02,2.971940431059379509e-02,1.819985043999789234e-02
2.007000000000000000e+03,3.000000000000000000e+00,9.381318199434933724e-01,6.186818005650664837e-02,2.459788963315524823e-02,3.727029042335140013e-02
2.007000000000000000e+03,4.000000000000000000e+00,8.754136909866421234e-01,1.245863090133578349e-01,3.096508974635636680e-02,9.362121926700146812e-02
2.007000000000000000e+03,5.000000000000000000e+00,6.197092392159582186e-01,3.802907607840418369e-01,9.274117160748218680e-02,2.875495891765596501e-01
2.007000000000000000e+03,6.000000000000000000e+00,7.188260748969782510e-01,2.811739251030217490e-01,8.863997888873278996e-02,1.925339462142889591e-01
2.007000000000000000e+03,7.000000000000000000e+00,7.839814313966988468e-01,2.160185686033011254e-01,7.358860859024937695e-02,1.424299600130517485e-01
2.007000000000000000e+03,8.000000000000000000e+00,4.074870384702892201e-01,5.925129615297107799e-01,2.798343772271724705e-01,3.126785843025383094e-01
2.007000000000000000e+03,9.000000000000000000e+00,5.667305677115315188e-01,4.332694322884685367e-01,1.041002838698210087e-01,3.291691484186475281e-01
2.007000000000000000e+03,1.000000000000000000e+01,6.640248950443727871e-01,3.359751049556272129e-01,6.397024979947546486e-02,2.720048551561517480e-01
2.007000000000000000e+03,1.100000000000000000e+01,9.158001146903097522e-01,8.419988530969026164e-02,3.101565903969143861e-02,5.318422626999882302e-02
2.007000000000000000e+03,1.200000000000000000e+01,9.501824682289993218e-01,4.981753177100069208e-02,3.013226142433735391e-02,1.968527034666333816e-02
2.008000000000000000e+03,1.000000000000000000e+00,9.589521002476338873e-01,4.104789975236609878e-02,2.704108962698153346e-02,1.400681012538456706e-02
2.008000000000000000e+03,2.000000000000000000e+00,9.553719042104489301e-01,4.462809578955109768e-02,3.102137709385088121e-02,1.360671869570021821e-02
2.008000000000000000e+03,3.000000000000000000e+00,9.493670966661080790e-01,5.063290333389193487e-02,3.060249226251013713e-02,2.003041107138179774e-02
2.008000000000000000e+03,4.000000000000000000e+00,9.412944297667835691e-01,5.870557023321641005e-02,2.943826582757825411e-02,2.926730440563815594e-02
2.008000000000000000e+03,5.000000000000000000e+00,7.599647330020474767e-01,2.400352669979525233e-01,4.866242502282219773e-02,1.913728419751303256e-01
2.008000000000000000e+03,6.000000000000000000e+00,7.537309529665566776e-01,2.462690470334433224e-01,5.671233240784412377e-02,1.895567146255991986e-01
2.008000000000000000e+03,7.000000000000000000e+00,5.994367486505735032e-01,4.005632513494264968e-01,1.492733591381620872e-01,2.512898922112644096e-01
2.008000000000000000e+03,8.000000000000000000e+00,6.769885483257860326e-01,3.230114516742139119e-01,9.137512348606458001e-02,2.316363281881493319e-01
2.008000000000000000e+03,9.000000000000000000e+00,4.648060363287269681e-01,5.351939636712730319e-01,1.135049809061173254e-01,4.216889827651557066e-01
2.008000000000000000e+03,1.000000000000000000e+01,6.854585855487378421e-01,3.145414144512621024e-01,6.506127770289649170e-02,2.494801367483656107e-01
2.008000000000000000e+03,1.100000000000000000e+01,9.015108272243480547e-01,9.848917277565194528e-02,4.215724590571068991e-02,5.633192686994125536e-02
2.008000000000000000e+03,1.200000000000000000e+01,9.622950015761929654e-01,3.770499842380699990e-02,3.028824584645717355e-02,7.416752577349824613e-03
2.009000000000000000e+03,1.000000000000000000e+00,9.626898285663709753e-01,3.731017143362900385e-02,2.487343428773650805e-02,1.243673714589249406e-02
2.009000000000000000e+03,2.000000000000000000e+00,9.638395498552174701e-01,3.616045014478255076e-02,2.415774322466267277e-02,1.200270692011987626e-02
2.009000000000000000e+03,3.000000000000000000e+00,9.496831624982881026e-01,5.031683750171186270e-02,3.190188128863986200e-02,1.841495621307200070e-02
2.009000000000000000e+03,4.000000000000000000e+00,9.354809041493432620e-01,6.451909585065672414e-02,3.729214865335322981e-02,2.722694719730349433e-02
2.009000000000000000e+03,5.000000000000000000e+00,8.465647998695994270e-01,1.534352001304005730e-01,2.431792896481313471e-02,1.291172711655874383e-01
2.009000000000000000e+03,6.000000000000000000e+00,6.989735407664395828e-01,3.010264592335604172e-01,7.711615434986826556e-02,2.239103048836921517e-01
2.009000000000000000e+03,7.000000000000000000e+00,7.533938425493693636e-01,2.466061574506306087e-01,7.551717371201663309e-02,1.710889837386139756e-01
2.009000000000000000e+03,8.000000000000000000e+00,6.628304490972449781e-01,3.371695509027550774e-01,1.066466952155042947e-01,2.305228556872507828e-01
2.009000000000000000e+03,9.000000000000000000e+00,6.309406183179657734e-01,3.690593816820341710e-01,6.448712181471943916e-02,3.045722598673147319e-01
2.009000000000000000e+03,1.000000000000000000e+01,8.676527360242087816e-01,1.323472639757912461e-01,2.935256021924351200e-02,1.029947037565477341e-01
2.009000000000000000e+03,1.100000000000000000e+01,8.730575540572451665e-01,1.269424459427548613e-01,3.311107499999618731e-02,9.383137094275867396e-02
2.009000000000000000e+03,1.200000000000000000e+01,9.479106460714492588e-01,5.208935392855070651e-02,2.987176859829865014e-02,2.221758533025205637e-02
2.010000000000000000e+03,1.000000000000000000e+00,9.356519725754717243e-01,6.434802742452831736e-02,2.971212860181655924e-02,3.463589882271175813e-02
2.010000000000000000e+03,2.000000000000000000e+00,9.141590385586704226e-01,8.584096144132960515e-02,3.009422694798781495e-02,5.574673449334179021e-02
2.010000000000000000e+03,3.000000000000000000e+00,8.763775931706936362e-01,1.236224068293063777e-01,3.390942382316060322e-02,8.971298300614577448e-02
2.010000000000000000e+03,4.000000000000000000e+00,6.813191737122401559e-01,3.186808262877598441e-01,3.541766979434901597e-02,2.832631564934108281e-01
2.010000000000000000e+03,5.000000000000000000e+00,6.879186197869602282e-01,3.120813802130397718e-01,5.952909019494651011e-02,2.525522900180932617e-01
2.010000000000000000e+03,6.000000000000000000e+00,4.950585514538907717e-01,5.049414485461092283e-01,1.485872117120113356e-01,3.563542368340978927e-01
2.010000000000000000e+03,7.000000000000000000e+00,5.612713414699800341e-01,4.387286585300199659e-01,1.829671584488303804e-01,2.557615000811895856e-01
2.010000000000000000e+03,8.000000000000000000e+00,2.853896752102531575e-01,7.146103247897468425e-01,3.116574795281597532e-01,4.029528452615870893e-01
2.010000000000000000e+03,9.000000000000000000e+00,3.915778401498151151e-01,6.084221598501848849e-01,1.565412163609806173e-01,4.518809434892042676e-01
2.010000000000000000e+03,1.000000000000000000e+01,8.065385797917821176e-01,1.934614202082179102e-01,3.759463570519488984e-02,1.558667845030230203e-01
2.010000000000000000e+03,1.100000000000000000e+01,8.505146153054802260e-01,1.494853846945198017e-01,4.690972378547679511e-02,1.025756609090430066e-01
2.010000000000000000e+03,1.200000000000000000e+01,9.309302927310386666e-01,6.906970726896133339e-02,4.149763930162382597e-02,2.757206796733750742e-02
2.011000000000000000e+03,1.000000000000000000e+00,9.632369543123926459e-01,3.676304568760734026e-02,2.666879199944779261e-02,1.009425368815954766e-02
2.011000000000000000e+03,2.000000000000000000e+00,9.669899178368897008e-01,3.301008216311024368e-02,2.545237543928811214e-02,7.557706723822133280e-03
2.011000000000000000e+03,3.000000000000000000e+00,9.374405204127164160e-01,6.255947958728362568e-02,4.090572493795156805e-02,2.165375464933205762e-02
2.011000000000000000e+03,4.000000000000000000e+00,9.159039596675234707e-01,8.409604033247651544e-02,3.842625761264231721e-02,4.566978271983419824e-02
2.011000000000000000e+03,5.000000000000000000e+00,5.842507956023792470e-01,4.157492043976206975e-01,9.741900892585075855e-02,3.183301954717699389e-01
2.011000000000000000e+03,6.000000000000000000e+00,7.460680984642844571e-01,2.539319015357154874e-01,8.196147208903123427e-02,1.719704294466842531e-01
2.011000000000000000e+03,7.000000000000000000e+00,5.744986652709898056e-01,4.255013347290101389e-01,1.487343065202433867e-01,2.767670282087667522e-01
2.011000000000000000e+03,8.000000000000000000e+00,5.475400350634803681e-01,4.524599649365196319e-01,1.396221368571289867e-01,3.128378280793906452e-01
2.011000000000000000e+03,9.000000000000000000e+00,5.013008360596014068e-01,4.986991639403986487e-01,1.149986397657226100e-01,3.837005241746760387e-01
2.011000000000000000e+03,1.000000000000000000e+01,6.641488888181238393e-01,3.358511111818761607e-01,6.188539978367568750e-02,2.739657113982004732e-01
2.011000000000000000e+03,1.100000000000000000e+01,8.556918757165385969e-01,1.443081242834614031e-01,3.350948138621724637e-02,1.107986428972441567e-01
2.011000000000000000e+03,1.200000000000000000e+01,9.240900568855100472e-01,7.590994311448996668e-02,2.923711713664891437e-02,4.667282597784105230e-02
2.012000000000000000e+03,1.000000000000000000e+00,9.677707509902504501e-01,3.222924900974952905e-02,2.599311609675353935e-02,6.236132912995991442e-03
2.012000000000000000e+03,2.000000000000000000e+00,9.673871161704502564e-01,3.261288382954975057e-02,2.784964666631227145e-02,4.763237163237478249e-03
2.012000000000000000e+03,3.000000000000000000e+00,9.404640258893988136e-01,5.953597411060116557e-02,2.808557961207427955e-02,3.145039449852688601e-02
2.012000000000000000e+03,4.000000000000000000e+00,8.497084217112050863e-01,1.502915782887949137e-01,4.386923776868546787e-02,1.064223405201094458e-01
2.012000000000000000e+03,5.000000000000000000e+00,7.635559158294115134e-01,2.364440841705884866e-01,6.215216725147257315e-02,1.742919169191159134e-01
2.012000000000000000e+03,6.000000000000000000e+00,7.710522935057428917e-01,2.289477064942571083e-01,6.122134621171218538e-02,1.677263602825449229e-01
2.012000000000000000e+03,7.000000000000000000e+00,4.971849959975348510e-01,5.028150040024651490e-01,1.789152413904383510e-01,3.238997626120267981e-01
2.012000000000000000e+03,8.000000000000000000e+00,4.338589751683726847e-01,5.661410248316273153e-01,2.112876655392731950e-01,3.548533592923541202e-01
2.012000000000000000e+03,9.000000000000000000e+00,5.227352104516380660e-01,4.772647895483619895e-01,1.374169975869863336e-01,3.398477919613756559e-01
2.012000000000000000e+03,1.000000000000000000e+01,6.793760217771945831e-01,3.206239782228054169e-01,4.017168066764875700e-02,2.804522975551566599e-01
2.012000000000000000e+03,1.100000000000000000e+01,8.720823511901464320e-01,1.279176488098535958e-01,4.260457716903059966e-02,8.531307164082299610e-02
2.012000000000000000e+03,1.200000000000000000e+01,9.424207947426902487e-01,5.757920525730975819e-02,3.346470353577329915e-02,2.411450172153645904e-02
2.013000000000000000e+03,1.000000000000000000e+00,9.609258399819693430e-01,3.907416001803061534e-02,2.396069859807156005e-02,1.511346141995905355e-02
2.013000000000000000e+03,2.000000000000000000e+00,9.585941530191622872e-01,4.140584698083767806e-02,2.722863141964094666e-02,1.417721556119673140e-02
2.013000000000000000e+03,3.000000000000000000e+00,9.059862958899199681e-01,9.401370411008003192e-02,3.514717500180310900e-02,5.886652910827692292e-02
2.013000000000000000e+03,4.000000000000000000e+00,7.989465284040121462e-01,2.010534715959878260e-01,2.879821841488336420e-02,1.722552531811044618e-01
2.013000000000000000e+03,5.000000000000000000e+00,8.884742311995281749e-01,1.115257688004718528e-01,3.093958911526034639e-02,8.058617968521150643e-02
2.013000000000000000e+03,6.000000000000000000e+00,9.221442809368385340e-01,7.785571906316152146e-02,1.693774434782059635e-02,6.091797471534092512e-02
2.013000000000000000e+03,7.000000000000000000e+00,7.564572467033886527e-01,2.435427532966113751e-01,8.412922905080530422e-02,1.594135242458060708e-01
2.013000000000000000e+03,8.000000000000000000e+00,4.884426556571062061e-01,5.115573443428937939e-01,2.089218949171031126e-01,3.026354494257906813e-01
2.013000000000000000e+03,9.000000000000000000e+00,5.226638686250297816e-01,4.773361313749702739e-01,1.434079962865021929e-01,3.339281350884680810e-01
2.013000000000000000e+03,1.000000000000000000e+01,7.973507433805401279e-01,2.026492566194598721e-01,3.764425177505756337e-02,1.650050048444023088e-01
2.013000000000000000e+03,1.100000000000000000e+01,9.185185698625302209e-01,8.148143013746973751e-02,3.317928606345006692e-02,4.830214407401967058e-02
2.013000000000000000e+03,1.200000000000000000e+01,9.670648325205255524e-01,3.293516747947441980e-02,2.032607603605584082e-02,1.260909144341857899e-02
2.014000000000000000e+03,1.000000000000000000e+00,9.654642906238086741e-01,3.453570937619137443e-02,2.373822640532569084e-02,1.079748297086568186e-02
2.014000000000000000e+03,2.000000000000000000e+00,9.584534558658757142e-01,4.154654413412423725e-02,2.603755703115849182e-02,1.550898710296574542e-02
2.014000000000000000e+03,3.000000000000000000e+00,9.465185271693599134e-01,5.348147283064005886e-02,3.623666553971527371e-02,1.724480729092478168e-02
2.014000000000000000e+03,4.000000000000000000e+00,8.894847457060776064e-01,1.105152542939223936e-01,2.996028811962042626e-02,8.055496617430196737e-02
2.014000000000000000e+03,5.000000000000000000e+00,8.645191157717070363e-01,1.354808842282929915e-01,3.162074439959385030e-02,1.038601398286991412e-01
2.014000000000000000e+03,6.000000000000000000e+00,8.268336418161991164e-01,1.731663581838008836e-01,4.784592341089721756e-02,1.253204347729036661e-01
2.014000000000000000e+03,7.000000000000000000e+00,7.365337198000279084e-01,2.634662801999720361e-01,9.605594791285679279e-02,1.674103322871152433e-01
2.014000000000000000e+03,8.000000000000000000e+00,4.631734754711634983e-01,5.368265245288365017e-01,2.035454563818975826e-01,3.332810681469389191e-01
2.014000000000000000e+03,9.000000000000000000e+00,7.373740430785473698e-01,2.626259569214526857e-01,5.868288554341746788e-02,2.039430713780352178e-01
2.014000000000000000e+03,1.000000000000000000e+01,7.038217821841696864e-01,2.961782178158303691e-01,5.073017551823061355e-02,2.454480422975997556e-01
2.014000000000000000e+03,1.100000000000000000e+01,9.313665907955184231e-01,6.863340920448161853e-02,2.974731278998789252e-02,3.888609641449372600e-02
2.014000000000000000e+03,1.200000000000000000e+01,9.403859824860145711e-01,5.961401751398546361e-02,2.614002391355091381e-02,3.347399360043454980e-02
2.015000000000000000e+03,1.000000000000000000e+00,9.645953516380090242e-01,3.540464836199099657e-02,2.337940754660324319e-02,1.202524081538775338e-02
2.015000000000000000e+03,2.000000000000000000e+00,9.526466322164292011e-01,4.735336778357079890e-02,2.835146034412571250e-02,1.900190743944508640e-02
2.015000000000000000e+03,3.000000000000000000e+00,9.654332672183638664e-01,3.456673278163618218e-02,2.708202639914412263e-02,7.484706382492058684e-03
2.015000000000000000e+03,4.000000000000000000e+00,9.209072135461922048e-01,7.909278645380783679e-02,2.741912707250367814e-02,5.167365938130415864e-02
2.015000000000000000e+03,5.000000000000000000e+00,9.343114845423976522e-01,6.568851545760240329e-02,2.038949521605241955e-02,4.529902024154998375e-02
2.015000000000000000e+03,6.000000000000000000e+00,8.782159307775337931e-01,1.217840692224661653e-01,2.435726948017850890e-02,9.742679974228765638e-02
2.015000000000000000e+03,7.000000000000000000e+00,9.232743118963816498e-01,7.672568810361835023e-02,1.758014194436599564e-02,5.914554615925235459e-02
2.015000000000000000e+03,8.000000000000000000e+00,6.688897971642867590e-01,3.311102028357132410e-01,1.216491188623623487e-01,2.094610839733508922e-01
2.015000000000000000e+03,9.000000000000000000e+00,8.523208263795414297e-01,1.476791736204585703e-01,1.635420173205870409e-02,1.313249718883998662e-01
2.015000000000000000e+03,1.000000000000000000e+01,8.023237936945432081e-01,1.976762063054567642e-01,2.839709725299388587e-02,1.692791090524628783e-01
2.015000000000000000e+03,1.100000000000000000e+01,9.152115072197568590e-01,8.478849278024311320e-02,3.411727349912496016e-02,5.067121928111815304e-02
2.015000000000000000e+03,1.200000000000000000e+01,9.371410440298588718e-01,6.285895597014107272e-02,2.417211646156655624e-02,3.868683950857451648e-02
2.016000000000000000e+03,1.000000000000000000e+00,9.444230811365497136e-01,5.557691886345028642e-02,3.331025901215656226e-02,2.226665985129372069e-02
2.016000000000000000e+03,2.000000000000000000e+00,9.531050063925168292e-01,4.689499360748312223e-02,2.412375767264667362e-02,2.277123593483644862e-02
2.016000000000000000e+03,3.000000000000000000e+00,9.206288917398371963e-01,7.937110826016284537e-02,3.847772157577446922e-02,4.089338668438837615e-02
2.016000000000000000e+03,4.000000000000000000e+00,8.707155607885564974e-01,1.292844392114435026e-01,3.151043215780184592e-02,9.777400705364165667e-02
2.016000000000000000e+03,5.000000000000000000e+00,6.607390667521396699e-01,3.392609332478603301e-01,1.008598630096349535e-01,2.384010702382253766e-01
2.016000000000000000e+03,6.000000000000000000e+00,6.541457411079926176e-01,3.458542588920073824e-01,1.078038808740227894e-01,2.380503780179845930e-01
2.016000000000000000e+03,7.000000000000000000e+00,6.395388718114147775e-01,3.604611281885851670e-01,1.257581220605123729e-01,2.347030061280727942e-01
2.016000000000000000e+03,8.000000000000000000e+00,6.199922188681767921e-01,3.800077811318232635e-01,1.318834277978527258e-01,2.481243533339705376e-01
2.016000000000000000e+03,9.000000000000000000e+00,6.664566463744245883e-01,3.335433536255754672e-01,8.913242635213008969e-02,2.444109272734453775e-01
2.016000000000000000e+03,1.000000000000000000e+01,8.143660682215729807e-01,1.856339317784270193e-01,3.828697331627428646e-02,1.473469584621527328e-01
2.016000000000000000e+03,1.100000000000000000e+01,7.543261507402865274e-01,2.456738492597134171e-01,6.824324068912929198e-02,1.774306085705841252e-01
2.016000000000000000e+03,1.200000000000000000e+01,9.444331782742126924e-01,5.556682172578727985e-02,2.730323631079648733e-02,2.826358541499079252e-02
2.017000000000000000e+03,1.000000000000000000e+00,9.539089927504911248e-01,4.609100724950884742e-02,3.777504223595177374e-02,8.315965013557073682e-03
2.017000000000000000e+03,2.000000000000000000e+00,9.544296420414054571e-01,4.557035795859452204e-02,3.182100350777254671e-02,1.374935445082197880e-02
2.017000000000000000e+03,3.000000000000000000e+00,9.554937944061193678e-01,4.450620559388059755e-02,2.903470795847191976e-02,1.547149763540867952e-02
2.017000000000000000e+03,4.000000000000000000e+00,8.829700113645725379e-01,1.170299886354274482e-01,3.288034059370445461e-02,8.414964804172299362e-02
2.017000000000000000e+03,5.000000000000000000e+00,9.190425002538196164e-01,8.095749974618034195e-02,3.166361917272039056e-02,4.929388057345995139e-02
2.017000000000000000e+03,6.000000000000000000e+00,8.983892376679433189e-01,1.016107623320566672e-01,1.918704530208222014e-02,8.242371702997444705e-02
2.017000000000000000e+03,7.000000000000000000e+00,3.943861433507427350e-01,6.056138566492572650e-01,3.116917547321001458e-01,2.939221019171571192e-01
2.017000000000000000e+03,8.000000000000000000e+00,6.641358399599099904e-01,3.358641600400900096e-01,1.350841869918124882e-01,2.007799730482775213e-01
2.017000000000000000e+03,9.000000000000000000e+00,5.149423827208639004e-01,4.850576172791360441e-01,1.456643542995091356e-01,3.393932629796269085e-01
2.017000000000000000e+03,1.000000000000000000e+01,8.396578317272884728e-01,1.603421682727114717e-01,2.526503908484137306e-02,1.350771291878700986e-01
2.017000000000000000e+03,1.100000000000000000e+01,8.832648222476379152e-01,1.167351777523620987e-01,3.904854913589402010e-02,7.768662861646807860e-02
2.017000000000000000e+03,1.200000000000000000e+01,9.561412180510027170e-01,4.385878194899733851e-02,2.895241133088677365e-02,1.490637061811056312e-02
2.018000000000000000e+03,1.000000000000000000e+00,9.529614382667810357e-01,4.703856173321901285e-02,2.583886708903111729e-02,2.119969464418789556e-02
2.018000000000000000e+03,2.000000000000000000e+00,9.630500302505405896e-01,3.694996974945942425e-02,3.099112883342092228e-02,5.958840916038501967e-03
2.018000000000000000e+03,3.000000000000000000e+00,9.399419486194291462e-01,6.005805138057083992e-02,2.442604603791175000e-02,3.563200534265908992e-02
2.018000000000000000e+03,4.000000000000000000e+00,9.230364999401449166e-01,7.696350005985508336e-02,3.794610202131266236e-02,3.901739803854242100e-02
2.018000000000000000e+03,5.000000000000000000e+00,8.782194539163266089e-01,1.217805460836733356e-01,2.773442209408871761e-02,9.404612398958461794e-02
2.018000000000000000e+03,6.000000000000000000e+00,8.188312732144903405e-01,1.811687267855096595e-01,6.177915526175292715e-02,1.193895715237567323e-01
2.018000000000000000e+03,7.000000000000000000e+00,7.615631030145164626e-01,2.384368969854835929e-01,8.847357272095360270e-02,1.499633242645299902e-01
2.018000000000000000e+03,8.000000000000000000e+00,7.091193328103833071e-01,2.908806671896166929e-01,9.248093194538309358e-02,1.983997352442335993e-01
2.018000000000000000e+03,9.000000000000000000e+00,7.128168043959336453e-01,2.871831956040663547e-01,1.031395933386122232e-01,1.840436022654541315e-01
2.018000000000000000e+03,1.000000000000000000e+01,8.722063005026218230e-01,1.277936994973781770e-01,3.964173628559691798e-02,8.815196321178125904e-02
2.018000000000000000e+03,1.100000000000000000e+01,9.347262258894435405e-01,6.527377411055641787e-02,2.961129113477509178e-02,3.566248297578132609e-02
2.018000000000000000e+03,1.200000000000000000e+01,9.505853273867309605e-01,4.941467261326903254e-02,2.767075756978783566e-02,2.174391504348119689e-02
2.019000000000000000e+03,1.000000000000000000e+00,9.333057074672606035e-01,6.669429253273934100e-02,3.171417777812995942e-02,3.498011475460938158e-02
2.019000000000000000e+03,2.000000000000000000e+00,9.452297453337106248e-01,5.477025466628935441e-02,2.885132826735706604e-02,2.591892639893228836e-02
2.019000000000000000e+03,3.000000000000000000e+00,9.287003602592427409e-01,7.129963974075724520e-02,3.030951384909554708e-02,4.099012589166169812e-02
2.019000000000000000e+03,4.000000000000000000e+00,9.265398551966941287e-01,7.346014480330581575e-02,3.224201551409724975e-02,4.121812928920856600e-02
2.019000000000000000e+03,5.000000000000000000e+00,8.982516069966306471e-01,1.017483930033693390e-01,2.801844240279735554e-02,7.372995060057198347e-02
2.019000000000000000e+03,6.000000000000000000e+00,8.918892309207299141e-01,1.081107690792700443e-01,2.058089432000934083e-02,8.752987475926070349e-02
2.019000000000000000e+03,7.000000000000000000e+00,8.322796939127846683e-01,1.677203060872153317e-01,6.018774957723581343e-02,1.075325565099795183e-01
2.019000000000000000e+03,8.000000000000000000e+00,4.077057157785565211e-01,5.922942842214434789e-01,2.159821057410893363e-01,3.763121784803541425e-01
